Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
19,,20,2022-11-27,BOS,,WAS,W 130-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,385,21,2022-11-28,BOS,,CHO,W 140-105,*,29:50,15,28,.536,4,14,.286,11,14,.786,.607,1,1,1.000,0,3,3,3,2,1,0,3,35,25.9,45
21,386,22,2022-11-30,BOS,,MIA,W 134-121,*,39:13,15,25,.600,8,12,.667,7,13,.538,.760,11,12,.917,1,10,11,3,2,0,1,3,49,42.7,29
22,387,23,2022-12-02,BOS,,MIA,L 116-120 (OT),*,41:02,5,18,.278,0,7,.000,5,11,.455,.278,4,6,.667,3,9,12,3,0,0,5,4,14,2.9,0
23,388,24,2022-12-04,BOS,@,BRK,W 103-92,*,36:38,10,19,.526,3,6,.500,7,13,.538,.605,6,6,1.000,2,9,11,1,4,0,9,3,29,18.3,12
24,389,25,2022-12-05,BOS,@,TOR,W 116-110,*,38:44,11,24,.458,5,10,.500,6,14,.429,.563,4,5,.800,3,9,12,3,1,1,4,2,31,22.0,9
25,390,26,2022-12-07,BOS,@,PHO,W 125-98,*,29:06,9,19,.474,3,8,.375,6,11,.545,.553,4,6,.667,0,5,5,2,2,0,3,2,25,15.6,26
26,391,27,2022-12-10,BOS,@,GSW,L 107-123,*,39:45,6,21,.286,2,9,.222,4,12,.333,.333,4,7,.571,1,6,7,2,3,1,2,2,18,9.3,-13
27,392,28,2022-12-12,BOS,@,LAC,L 93-113,*,36:34,7,20,.350,2,8,.250,5,12,.417,.400,4,4,1.000,2,9,11,4,1,0,3,3,20,12.5,-18
28,393,29,2022-12-13,BOS,@,LAL,W 122-118 (OT),*,43:55,15,29,.517,5,10,.500,10,19,.526,.603,9,10,.900,1,8,9,6,0,1,4,1,44,32.9,12
29,394,30,2022-12-16,BOS,,ORL,L 109-117,*,38:03,9,20,.450,2,8,.250,7,12,.583,.500,11,12,.917,3,4,7,3,2,0,2,1,31,25.2,-10
